title,url
Heterogeneous Mediation Analysis for Causal Inference,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308088
L-zero regularization in the causal mediation analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314441
Bayesian Nonparametric Modeling for Hawkes Processes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308152
Bayesian Data Science Approaches in Biomedical Imaging,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309400
Addressing Sampling Bias in Electronic Health Records (EHR): A Point Process Modeling Framework,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309424
Dimensionality Reduction for Stochastic Processes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309513
ABMs for Drug Markets and Epidemiological Interventions,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309482
Inverse Reinforcement Learning for Agent Based Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309275
Emulation and Recursive Bayes for Agent-Based Demographic Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308074
Multitaper Analysis of High-Q Spectral Peaks and Non-Stationarity in the Geomagnetic Field Over the 400-4000 µHz Band,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309494
Hitting a Moving Target: Modeling Non-Stationary Relationships in Geomagnetism,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309327
Solar Flare Prediction with Machine Learning,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309392
Effect of Systematic Uncertainties on Density and Temperature Estimates in Coronae of Capella,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309283
Sampling and Ranking Protein Structures with Application to Antibody-Antigen Prediction,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309289
Data Science on Blockchains,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309344
No Free Lunch Theorems for Large Scale Bayesian Computation,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309483
Controlling for Confounders Through Approximate Sufficiency,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309485
Model-X Power Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308117
Theory for Conditional Independence Testing Under Model-X,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309187
Toxicity Modeling and Risk Assessment Using Functional Data from Diverse Populations,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309243
Bayesian Latent Loading Functional Regression for High-Throughput Bioassays ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309388
An Exploration of the Effects of Multiple Exposures on Birth Outcomes: A Bayesian Regularized Mediation Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309335
Structural Equation Models for Environmental Health Outcomes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309496
Borrowing from Historical Data in Cancer Drug Development: A Cautionary Tale and Experience with Bayesian Adaptive Platform Designs,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309251
Statistical Methods and Process for Historical Data Borrowing in Clinical Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309262
Bayesian Synthetic Control Approaches in Pediatric Drug Development: A Case Study in Acute Lymphoblastic Leukemia,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309390
Topology-Based Machine-Learning for Modeling Power-System Responses to Contingencies,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309202
Geography and Network-of-Networks Properties,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309336
Topological and Geometric Methods for Resilience Analysis of Power Grid Networks,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309401
Detecting Housing Units from Satellite Imagery Using Computer Vision ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308032
Automatic Coding of Open-Ended Questions: Does Double Coding of the Training Data Reduce the Error of Automatic Coding?,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308033
Total Survey Error and Geographic Information Systems,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309253
Passive Data Collection Using Smartphones,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309269
Modeling Heterogeneity and Missing Data in Electronic Health Records,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309553
Statistical Challenges of Implementing Real-Time EHR-Based Risk Prediction Tools in Emergency Department,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309554
Distributed Learning for Electronic Health Records Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309555
RUSH: An Evolutionary Approach to Ranking College Football Teams,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309359
Bayesian Inferences on Uncertain Ranks and Orderings,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309183
Bayesian Prediction of Performance in Professional Athletes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309305
Bayesian Multi-Task Gaussian Process Models for NBA Production Curves,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309451
Parameter Selection and Uncertainty Quantification of Satellite-Retrieved Aerosol Properties ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309479
"Bayesian Hierarchical Models for Combining Monitoring Measurement, Satellite Imagery, and Model Simulation",https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309468
A Tuning-Free Robust and Efficient Approach to High-Dimensional Regression,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314405
A Tuning-Free Robust and Efficient Approach to High-Dimensional Regression,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314407
Design and Evaluation of Adaptive Design Clinical Trials: Software Demonstration,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309487
What Are High-Quality Statistics Worth? ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309457
New Estimands for Causal Inference Conditional on Post-Treatment Variables,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312846
Principal Surrogate Evaluation Using Multiple Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312188
Flexible Estimation of Time-Varying Survivor Average Causal Estimands Using Bayesian Additive Regression Trees,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313648
Bayesian Mediation Analysis for Cluster Randomized Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313515
Nearest Neighbor Multiple Imputation: Problems and Potential Solutions,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312233
Bayesian Jackknife Empirical Likelihood Based Inference for Missing Data and Causal Inference Problems,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312655
A Rescaling Bootstrap Method for Imputed Survey Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312686
Missing Data Analysis Using Machine Learning,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312906
Permutation-Based Inference for Spatially Localized Signals in Longitudinal MRI Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309781
"Bayesian Framework for Simultaneous Registration and Estimation of Noisy, Sparse and Fragmented Functional Data",https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309834
Estimating Fiber Orientation Distribution Through Blockwise Adaptive Thresholding with Application to HCP Young Adults Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309867
Extracting Brain Disease Related Connectome Subgraphs by Adaptive Dense Graph Discovery,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312349
"Examination of Missingness, Differential Reporting and Dropout When Patients Know Their Treatment Assignment in RCTs",https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309633
Addressing Non-Ignorably Missing Proxy-Reported Exposure Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309692
Multiple Imputation for Nonignorable Item Nonresponse in Complex Surveys Using Auxiliary Margins,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312485
Gamma Models for Estimating the Odds Ratio for a Skewed Biomarker Measured in Pools and Subject to Errors,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313350
Statistical Methods to Estimate Change in Incomplete Multivariate Ordinal Responses from Patient Reported Outcome Measures,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313442
Optimal Bayesian Estimation for Low-Rank Random Graphs,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=310926
Joint Bayesian Variable and DAG Selection Consistency for High-Dimensional Regression Models with Network-Structured Covariates,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312761
Probabilistic Community Detection with Unknown Number of Communities,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312860
Optimization for Bayesian Inference,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313208
Randomization-Based Confidence Intervals for Cluster Randomized Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309533
Debiased Inverse-Variance Weighted Estimator in Two-Sample Summary-Data Mendelian Randomization,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309732
Multimodal Neuroimaging Data Integration and Pathway Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311007
Generalized Case-Control Sampling Under Generalized Linear Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313054
NIDDK Data and Sample Repositories,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312614
PubChem: A Public Chemical Information Resource for Big Data Chemistry,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309620
Genomic Data for Everyone,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313426
Comparative Review of Phase I Dose-Finding Designs for Drug Combination Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312287
Dual-Agent Drug-Combination Designs for Finding Multiple Maximum Tolerated Dose Combinations in Oncology Phase I Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312664
Industry Experience on Combination Therapy Dose-Finding in Oncology Drug Development,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312723
Emerging Approaches in Combination Phase I Trials: Utilization of Historical Data and the Need to Consider Model Guided Designs and Endpoints Other Than DLTs ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313375
Gene Set Testing Methods for Single Cell RNAseq (ScRNAseq) Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313674
Identifying Topologically Associating Domain Structures from Single-Cell Hi-C Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313424
Cumulus: A Cloud-Based Data Analysis Framework for Large-Scale Single-Cell and Single-Nucleus RNA-Seq,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313224
Computational Methods for Single Cell Chromatin Organization Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312391
VC-BART: Bayesian Trees for Varying Coefficients,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309698
Clustering Methods to Empirically Derive Dietary Patterns in the United States,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311102
Prior-Driven Cluster Allocation in Bayesian Mixture Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312995
Bayesian Factor Analysis for High-Dimensional Clustering,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313503
Bayesian Combinatorial Multi-Study Factor Analysis with the Indian Buffet Process,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312589
Proper and Improper Summary Measures of Classification Performance,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313433
Comparative Evaluations of Diagnostic Tests in Studies with Extreme Verification Bias,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312807
Statistical Considerations in Artificial Intelligence Related Diagnostic Devices,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312254
Artificial Intelligence for Risk Prediction and/or Stratification,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312354
Designing Studies of Tests for Biomarkers Using Banked Specimens,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314030
"The Contribution of First-Name Information to the Accuracy of Racial and Ethnic Imputations Varies by Gender, Race, and Ethnicity",https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312227
Socioeconomic Disparities in the Quality of Behavioral Health Care ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312311
Implicit Bias and Black-White Disparities in Health Care Among Older Adults,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312426
Voluntary Disenrollment from Health Plans Is Higher Among Racial and Ethnic Minorities,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312436
Flexible Modeling of Variable Asymmetries in Cross-Covariance Functions for Multivariate Random Fields,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=310949
Assessing the Risk of Disruption of Wind Turbine Operations in Saudi Arabia Using Bayesian Spatial Extremes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311076
Statistical Downscaling with Spatial Misalignment: Application to Wildland Fire PM2.5 Concentration Forecasting,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311127
Mechanistic Models for Spatial Data from Ornstein-Uhlenbeck Processes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311150
PICAR: An Efficient Extendable Approach for Fitting Hierarchical Spatial Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312831
How to Save Lives and Increase Mobility on Highways?,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313701
Encouraging a Critical Mindset on Social Statistics,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312790
Weapons of Math Destruction,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314105
Variance Estimation for Combining Probability and Nonprobability Samples,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309856
Challenges and Trade-Offs in Weighting a Probability Online Panel with Multiple Waves of Recruitment,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311075
Improving Nonresponse Weighting Procedures in the Consumer Expenditure Survey,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312231
Multiple Imputation of Missing Income and Marital Status of the Research and Development Survey (RANDS),https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312310
A Bayesian Record Linkage Procedure That Adjusts for Variables in One File,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312419
Augmented CPS Data on Industry and Occupation,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313878
On the Validity of the Formal Edgeworth Expansion for Posterior Densities,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309884
Crowdsourcing: Beyond Dawid-Skene Model,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312506
Limitations of Single-Step Drift and Minorization in Markov Chain Convergence Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312668
Introducing an Alternative Flexible Bivariate Distribution for Count Data Expressing Data Dispersion,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313289
Autoregressive Models for Tensor-Valued Time Series,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313888
An Integrative Testing Procedure in SNP-Sets Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=310947
Identification of Population-Specific Associations in Multi-Ethnic Genome-Wide Association Studies,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312682
Robust Region-Based Rare Variant Tests in Large Biobanks and Cohorts,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312874
